Time t / s,Voltage U_B1 / V
3.7435,0.0015
3.744,0
3.7445,0
3.745,0
3.7455,0
3.746,0
3.7465,0.0015
3.747,0
3.7475,-0.0015
3.748,0
3.7485,0
3.749,0
3.7495,0
3.75,0
3.7505,0
3.751,0
3.7515,0
3.752,0
3.7525,0
3.753,0
3.7535,0
3.754,0
3.7545,0
3.755,0.0015
3.7555,0
3.756,0
3.7565,0.0015
3.757,0.0015
3.7575,0.0015
3.758,0.0015
3.7585,0.0015
3.759,0.0015
3.7595,0
3.76,0.0015
3.7605,0.0015
3.761,0.003
3.7615,0.003
3.762,0.0015
3.7625,0.003
3.763,0.003
3.7635,0.003
3.764,0.003
3.7645,0.003
3.765,0.003
3.7655,0.0045
3.766,0.003
3.7665,0.003
3.767,0.003
3.7675,0.003
3.768,0.0045
3.7685,0.0045
3.769,0.003
3.7695,0.0045
3.77,0.0045
3.7705,0.0045
3.771,0.0045
3.7715,0.0045
3.772,0.0045
3.7725,0.0045
3.773,0.006
3.7735,0.0045
3.774,0.0045
3.7745,0.0045
3.775,0.0045
3.7755,0.0045
3.776,0.0045
3.7765,0.0045
3.777,0.0045
3.7775,0.0045
3.778,0.0045
3.7785,0.0045
3.779,0.0045
3.7795,0.006
3.78,0.0045
3.7805,0.0045
3.781,0.0045
3.7815,0.0045
3.782,0.0045
3.7825,0.0045
3.783,0.0045
3.7835,0.0045
3.784,0.0045
3.7845,0.0045
3.785,0.003
3.7855,0.0045
3.786,0.0045
3.7865,0.003
3.787,0.0045
3.7875,0.003
3.788,0.003
3.7885,0.003
3.789,0.0045
3.7895,0.0045
3.79,0.003
3.7905,0.003
3.791,0.003
3.7915,0.003
3.792,0.003
3.7925,0.003
3.793,0.003
3.7935,0.003
3.794,0.003
3.7945,0.0015
3.795,0.003
3.7955,0.003
3.796,0.003
3.7965,0.003
3.797,0.0015
3.7975,0.003
3.798,0.0015
3.7985,0.0015
3.799,0.0015
3.7995,0.0015
3.8,0.0015
3.8005,0.0015
3.801,0.0015
3.8015,0.0015
3.802,0.0015
3.8025,0.0015
3.803,0.0015
3.8035,0.003
3.804,0.0015
3.8045,0.0015
3.805,0.0015
3.8055,0.003
3.806,0.003
3.8065,0.0015
3.807,0.0015
3.8075,0.0015
3.808,0.0015
3.8085,0.0015
3.809,0.0015
3.8095,0.0015
3.81,0.0015
3.8105,0.003
3.811,0.003
3.8115,0.0015
3.812,0.0015
3.8125,0.0015
3.813,0.0015
3.8135,0.0015
3.814,0.003
3.8145,0.003
3.815,0.003
3.8155,0.003
3.816,0.003
3.8165,0.003
3.817,0.003
3.8175,0.003
3.818,0.003
3.8185,0.003
3.819,0.003
3.8195,0.003
3.82,0.003
3.8205,0.0015
3.821,0.003
3.8215,0.003
3.822,0.0045
3.8225,0.003
3.823,0.003
3.8235,0.003
3.824,0.003
3.8245,0.003
3.825,0.003
3.8255,0.0015
3.826,0.003
3.8265,0.003
3.827,0.003
3.8275,0.0015
3.828,0.003
3.8285,0.003
3.829,0.003
3.8295,0.003
3.83,0.003
3.8305,0.003
3.831,0.003
3.8315,0.003
3.832,0.0045
3.8325,0.003
3.833,0.0015
3.8335,0.003
3.834,0.003
3.8345,0.003
3.835,0.003
3.8355,0.003
3.836,0.003
3.8365,0.003
3.837,0.003
3.8375,0.003
3.838,0.003
3.8385,0.0015
3.839,0.003
3.8395,0.003
3.84,0.003
3.8405,0.003
3.841,0.0015
3.8415,0.0015
3.842,0.003
3.8425,0.003
3.843,0.003
3.8435,0.003
3.844,0.003
3.8445,0.003
3.845,0.003
3.8455,0.0015
3.846,0.003
3.8465,0.003
3.847,0.003
3.8475,0.003
3.848,0.003
3.8485,0.0015
3.849,0.003
3.8495,0.003
3.85,0.003
3.8505,0.003
3.851,0.003
3.8515,0.003
3.852,0.003
3.8525,0.0045
3.853,0.003
3.8535,0.003
3.854,0.0045
3.8545,0.003
3.855,0.003
3.8555,0.003
3.856,0.003
3.8565,0.003
3.857,0.003
3.8575,0.003
3.858,0.003
3.8585,0.003
3.859,0.003
3.8595,0.003
3.86,0.003
3.8605,0.003
3.861,0.003
3.8615,0.003
3.862,0.003
3.8625,0.003
3.863,0.003
3.8635,0.003
3.864,0.003
3.8645,0.003
3.865,0.003
3.8655,0.003
3.866,0.003
3.8665,0.003
3.867,0.003
3.8675,0.003
3.868,0.003
3.8685,0.003
3.869,0.003
3.8695,0.003
3.87,0.003
3.8705,0.003
3.871,0.003
3.8715,0.003
3.872,0.003
3.8725,0.003
3.873,0.003
3.8735,0.003
3.874,0.003
3.8745,0.003
3.875,0.003
3.8755,0.003
3.876,0.003
3.8765,0.003
3.877,0.003
3.8775,0.003
3.878,0.003
3.8785,0.003
3.879,0.003
3.8795,0.003
3.88,0.003
3.8805,0.0015
3.881,0.003
3.8815,0.003
3.882,0.003
3.8825,0.003
3.883,0.003
3.8835,0.003
3.884,0.003
3.8845,0.003
3.885,0.003
3.8855,0.003
3.886,0.003
3.8865,0.003
3.887,0.003
3.8875,0.003
3.888,0.003
3.8885,0.003
3.889,0.003
3.8895,0.003
3.89,0.003
3.8905,0.003
3.891,0.003
3.8915,0.003
3.892,0.003
3.8925,0.003
3.893,0.0015
3.8935,0.003
3.894,0.003
3.8945,0.003
3.895,0.003
3.8955,0.0015
3.896,0.003
3.8965,0.003
3.897,0.0015
3.8975,0.003
3.898,0.0015
3.8985,0.003
3.899,0.003
3.8995,0.003
3.9,0.0015
3.9005,0.003
3.901,0.003
3.9015,0.003
3.902,0.003
3.9025,0.003
3.903,0.003
3.9035,0.003
3.904,0.003
3.9045,0.003
3.905,0.003
3.9055,0.003
3.906,0.003
3.9065,0.003
3.907,0.003
3.9075,0.003
3.908,0.003
3.9085,0.003
3.909,0.003
3.9095,0.003
3.91,0.003
3.9105,0.003
3.911,0.003
3.9115,0.003
3.912,0.003
3.9125,0.003
3.913,0.003
3.9135,0.003
3.914,0.0015
3.9145,0.003
3.915,0.003
3.9155,0.003
3.916,0.003
3.9165,0.003
3.917,0.003
3.9175,0.003
3.918,0.003
3.9185,0.003
3.919,0.003
3.9195,0.003
3.92,0.003
3.9205,0.003
3.921,0.003
3.9215,0.0015
3.922,0.003
3.9225,0.003
3.923,0.003
3.9235,0.003
3.924,0.003
3.9245,0.0015
3.925,0.003
3.9255,0.0015
3.926,0.003
3.9265,0.003
3.927,0.003
3.9275,0.003
3.928,0.003
3.9285,0.003
3.929,0.003
3.9295,0.003
3.93,0.003
3.9305,0.003
3.931,0.0045
3.9315,0.0045
3.932,0.0045
3.9325,0.003
3.933,0.003
3.9335,0.003
3.934,0.003
3.9345,0.003
3.935,0.003
3.9355,0.0015
3.936,0.003
3.9365,0.003
3.937,0.0045
3.9375,0.003
3.938,0.003
3.9385,0.003
3.939,0.003
3.9395,0.003
3.94,0.003
3.9405,0.0045
3.941,0.003
3.9415,0.003
3.942,0.003
3.9425,0.0015
3.943,0.0015
3.9435,0.003
3.944,0.003
3.9445,0.003
3.945,0.003
3.9455,0.003
3.946,0.003
3.9465,0.003
3.947,0.003
3.9475,0.003
3.948,0.003
3.9485,0.0015
3.949,0.003
3.9495,0.003
3.95,0.003
3.9505,0.003
3.951,0.003
3.9515,0.0045
3.952,0.003
3.9525,0.003
3.953,0.003
3.9535,0.003
3.954,0.003
3.9545,0.003
3.955,0.003
3.9555,0.003
3.956,0.003
3.9565,0.003
3.957,0.003
3.9575,0.003
3.958,0.003
3.9585,0.003
3.959,0.003
3.9595,0.0045
3.96,0.003
3.9605,0.003
3.961,0.003
3.9615,0.003
3.962,0.003
3.9625,0.003
3.963,0.003
3.9635,0.003
3.964,0.003
3.9645,0.003
3.965,0.003
3.9655,0.0045
3.966,0.003
3.9665,0.003
3.967,0.003
3.9675,0.003
3.968,0.003
3.9685,0.003
3.969,0.003
3.9695,0.003
3.97,0.003
3.9705,0.003
3.971,0.003
3.9715,0.003
3.972,0.003
3.9725,0.003
3.973,0.003
3.9735,0.003
3.974,0.003
3.9745,0.0015
3.975,0.003
3.9755,0.003
3.976,0.003
3.9765,0.003
3.977,0.0015
3.9775,0.003
3.978,0.003
3.9785,0.003
3.979,0.003
3.9795,0.003
3.98,0.0015
3.9805,0.003
3.981,0.003
3.9815,0.003
3.982,0.003
3.9825,0.003
3.983,0.003
3.9835,0.003
3.984,0.003
3.9845,0.003
3.985,0.003
3.9855,0.003
3.986,0.003
3.9865,0.003
3.987,0.003
3.9875,0.003
3.988,0.003
3.9885,0.0015
3.989,0.0015
3.9895,0.0015
3.99,0.003
3.9905,0.003
3.991,0.003
3.9915,0.003
3.992,0.003
3.9925,0.003
3.993,0.003
3.9935,0.003
3.994,0.003
3.9945,0.003
3.995,0.003
3.9955,0.003
3.996,0.0015
3.9965,0.003
3.997,0.003
3.9975,0.003
3.998,0.003
3.9985,0.003
3.999,0.003
3.9995,0.003
4,0.003
4.0005,0.003
4.001,0.003
4.0015,0.003
4.002,0.003
4.0025,0.003
4.003,0.003
4.0035,0.003
4.004,0.003
4.0045,0.003
4.005,0.003
4.0055,0.003
4.006,0.003
4.0065,0.003
4.007,0.003
4.0075,0.003
4.008,0.003
4.0085,0.003
4.009,0.003
4.0095,0.003
4.01,0.003
4.0105,0.003
4.011,0.003
4.0115,0.003
4.012,0.003
4.0125,0.0015
4.013,0.003
4.0135,0.003
4.014,0.003
4.0145,0.003
4.015,0.003
4.0155,0.0015
4.016,0.0015
4.0165,0.003
4.017,0.003
4.0175,0.003
4.018,0.003
4.0185,0.003
4.019,0.003
4.0195,0.003
4.02,0.003
4.0205,0.003
4.021,0.003
4.0215,0.003
4.022,0.003
4.0225,0.003
4.023,0.003
4.0235,0.003
4.024,0.003
4.0245,0.003
4.025,0.003
4.0255,0.003
4.026,0.0015
4.0265,0.003
4.027,0.003
4.0275,0.003
4.028,0.003
4.0285,0.0015
4.029,0.003
4.0295,0.003
4.03,0.003
4.0305,0.0015
4.031,0.003
4.0315,0.003
4.032,0.003
4.0325,0.003
4.033,0.0015
4.0335,0.003
4.034,0.003
4.0345,0.003
4.035,0.003
4.0355,0.003
4.036,0.003
4.0365,0.003
4.037,0.003
4.0375,0.003
4.038,0.003
4.0385,0.003
4.039,0.003
4.0395,0.003
4.04,0.003
4.0405,0.003
4.041,0.003
4.0415,0.003
4.042,0.003
4.0425,0.003
4.043,0.003
4.0435,0.0015
4.044,0.0015
4.0445,0.003
4.045,0.003
4.0455,0.003
4.046,0.003
4.0465,0.003
4.047,0.003
4.0475,0.003
4.048,0.003
4.0485,0.003
4.049,0.003
4.0495,0.003
4.05,0.003
4.0505,0.003
4.051,0.003
4.0515,0.003
4.052,0.0015
4.0525,0.003
4.053,0.003
4.0535,0.003
4.054,0.003
4.0545,0.003
4.055,0.003
4.0555,0.003
4.056,0.003
4.0565,0.003
4.057,0.003
4.0575,0.003
4.058,0.003
4.0585,0.003
4.059,0.003
4.0595,0.003
4.06,0.003
4.0605,0.003
4.061,0.003
4.0615,0.003
4.062,0.003
4.0625,0.003
4.063,0.003
4.0635,0.003
4.064,0.003
4.0645,0.003
4.065,0.003
4.0655,0.003
4.066,0.003
4.0665,0.003
4.067,0.003
4.0675,0.0015
4.068,0.003
4.0685,0.003
4.069,0.003
4.0695,0.003
4.07,0.0015
4.0705,0.003
4.071,0.003
4.0715,0.003
4.072,0.003
4.0725,0.003
4.073,0.003
4.0735,0.003
4.074,0.003
4.0745,0.003
4.075,0.003
4.0755,0.0045
4.076,0.003
4.0765,0.003
4.077,0.003
4.0775,0.003
4.078,0.003
4.0785,0.003
4.079,0.003
4.0795,0.0015
4.08,0.003
4.0805,0.0015
4.081,0.0015
4.0815,0.003
4.082,0.003
4.0825,0.003
4.083,0.003
4.0835,0.003
4.084,0.003
4.0845,0.003
4.085,0.0015
4.0855,0.003
4.086,0.003
4.0865,0.003
4.087,0.003
4.0875,0.003
4.088,0.003
4.0885,0.003
4.089,0.003
4.0895,0.003
4.09,0.003
4.0905,0.003
4.091,0.003
4.0915,0.003
4.092,0.003
4.0925,0.003
4.093,0.003
4.0935,0.003
4.094,0.003
4.0945,0.003
4.095,0.003
4.0955,0.003
4.096,0.003
4.0965,0.003
4.097,0.003
4.0975,0.003
4.098,0.003
4.0985,0.003
4.099,0.003
4.0995,0.003
4.1,0.003
4.1005,0.003
4.101,0.003
4.1015,0.003
4.102,0.003
4.1025,0.003
4.103,0.003
4.1035,0.003
4.104,0.0015
4.1045,0.003
4.105,0.003
4.1055,0.003
4.106,0.003
4.1065,0.003
4.107,0.003
4.1075,0.003
4.108,0.003
4.1085,0.003
4.109,0.003
4.1095,0.003
4.11,0.003
4.1105,0.003
4.111,0.003
4.1115,0.003
4.112,0.003
4.1125,0.0015
4.113,0.003
4.1135,0.003
4.114,0.003
4.1145,0.003
4.115,0.003
4.1155,0.003
4.116,0.0045
4.1165,0.003
4.117,0.003
4.1175,0.003
4.118,0.003
4.1185,0.003
4.119,0.003
4.1195,0.0015
4.12,0.003
4.1205,0.003
4.121,0.003
4.1215,0.0045
4.122,0.003
4.1225,0.003
4.123,0.003
4.1235,0.003
4.124,0.003
4.1245,0.003
4.125,0.003
4.1255,0.003
4.126,0.003
4.1265,0.003
4.127,0.003
4.1275,0.003
4.128,0.003
4.1285,0.003
4.129,0.0045
4.1295,0.003
4.13,0.003
4.1305,0.003
4.131,0.003
4.1315,0.003
4.132,0.0045
4.1325,0.003
4.133,0.0045
4.1335,0.003
4.134,0.003
4.1345,0.003
4.135,0.0045
4.1355,0.003
4.136,0.003
4.1365,0.003
4.137,0.0045
4.1375,0.003
4.138,0.003
4.1385,0.003
4.139,0.003
4.1395,0.003
4.14,0.003
4.1405,0.003
4.141,0.003
4.1415,0.003
4.142,0.003
4.1425,0.0015
4.143,0.003
4.1435,0.003
4.144,0.003
4.1445,0.003
4.145,0.0015
4.1455,0.003
4.146,0.003
4.1465,0.003
4.147,0.003
4.1475,0.003
4.148,0.003
4.1485,0.003
4.149,0.003
4.1495,0.003
4.15,0.003
4.1505,0.003
4.151,0.003
4.1515,0.003
4.152,0.003
4.1525,0.003
4.153,0.0045
4.1535,0.003
4.154,0.003
4.1545,0.003
4.155,0.003
4.1555,0.003
4.156,0.003
4.1565,0.0015
4.157,0.0015
4.1575,0.003
4.158,0.003
4.1585,0.003
4.159,0.003
4.1595,0.003
4.16,0.003
4.1605,0.003
4.161,0.003
4.1615,0.003
4.162,0.0015
4.1625,0.0015
4.163,0.003
4.1635,0.003
4.164,0.003
4.1645,0.0015
4.165,0.003
4.1655,0.003
4.166,0.003
4.1665,0.003
4.167,0.003
4.1675,0.003
4.168,0.003
4.1685,0.003
4.169,0.0045
4.1695,0.0045
4.17,0.003
4.1705,0.003
4.171,0.003
4.1715,0.003
4.172,0.003
4.1725,0.003
4.173,0.003
4.1735,0.003
4.174,0.003
4.1745,0.003
4.175,0.003
4.1755,0.003
4.176,0.003
4.1765,0.003
4.177,0.003
4.1775,0.003
4.178,0.003
4.1785,0.003
4.179,0.003
4.1795,0.003
4.18,0.003
4.1805,0.003
4.181,0.003
4.1815,0.003
4.182,0.0015
4.1825,0.003
4.183,0.003
4.1835,0.003
4.184,0.003
4.1845,0.003
4.185,0.003
4.1855,0.003
4.186,0.003
4.1865,0.003
4.187,0.003
4.1875,0.003
4.188,0.0045
4.1885,0.003
4.189,0.003
4.1895,0.003
4.19,0.003
4.1905,0.003
4.191,0.003
4.1915,0.003
4.192,0.003
4.1925,0.003
4.193,0.003
4.1935,0.003
4.194,0.003
4.1945,0.003
4.195,0.003
4.1955,0.003
4.196,0.003
4.1965,0.003
4.197,0.003
4.1975,0.0015
4.198,0.0015
4.1985,0.0015
4.199,0.0015
4.1995,0.003
4.2,0.003
4.2005,0.003
4.201,0.003
4.2015,0.0015
4.202,0.0015
4.2025,0.003
4.203,0.003
4.2035,0.0015
4.204,0.003
4.2045,0.0015
4.205,0.003
4.2055,0.003
4.206,0.003
4.2065,0.003
4.207,0.003
4.2075,0.003
4.208,0.0015
4.2085,0.003
4.209,0.003
4.2095,0.003
4.21,0.003
4.2105,0.003
4.211,0.003
4.2115,0.003
4.212,0.003
4.2125,0.0045
4.213,0.003
4.2135,0.003
4.214,0.003
4.2145,0.003
4.215,0.003
4.2155,0.003
4.216,0.003
4.2165,0.003
4.217,0.003
4.2175,0.003
4.218,0.003
4.2185,0.003
4.219,0.003
4.2195,0.003
4.22,0.003
4.2205,0.003
4.221,0.003
4.2215,0.003
4.222,0.003
4.2225,0.0015
4.223,0.003
4.2235,0.003
4.224,0.003
4.2245,0.003
4.225,0.003
4.2255,0.0015
4.226,0.003
4.2265,0.003
4.227,0.003
4.2275,0.003
4.228,0.003
4.2285,0.003
4.229,0.003
4.2295,0.003
4.23,0.003
4.2305,0.0015
4.231,0.003
4.2315,0.003
4.232,0.0015
4.2325,0.003
4.233,0.003
4.2335,0.003
4.234,0.003
4.2345,0.003
4.235,0.003
4.2355,0.003
4.236,0.003
4.2365,0.003
4.237,0.003
4.2375,0.003
4.238,0.003
4.2385,0.003
4.239,0.003
4.2395,0.003
4.24,0.003
4.2405,0.003
4.241,0.003
4.2415,0.003
4.242,0.003
4.2425,0.003
4.243,0.003
4.2435,0.003
4.244,0.003
4.2445,0.003
4.245,0.0015
4.2455,0.003
4.246,0.003
4.2465,0.003
4.247,0.003
4.2475,0.003
4.248,0.003
4.2485,0.003
4.249,0.003
4.2495,0.003
4.25,0.003
4.2505,0.003
4.251,0.003
4.2515,0.003
4.252,0.003
4.2525,0.003
4.253,0.003
4.2535,0.003
4.254,0.003
4.2545,0.003
4.255,0.003
4.2555,0.0045
4.256,0.003
4.2565,0.0045
4.257,0.003
4.2575,0.003
4.258,0.003
4.2585,0.003
4.259,0.003
4.2595,0.003
4.26,0.0015
4.2605,0.003
4.261,0.003
4.2615,0.003
4.262,0.003
4.2625,0.003
4.263,0.003
4.2635,0.003
4.264,0.003
4.2645,0.003
4.265,0.003
4.2655,0.0015
4.266,0.003
4.2665,0.003
4.267,0.003
4.2675,0.003
4.268,0.003
4.2685,0.003
4.269,0.003
4.2695,0.003
4.27,0.003
4.2705,0.003
4.271,0.003
4.2715,0.003
4.272,0.003
4.2725,0.003
4.273,0.003
4.2735,0.003
4.274,0.003
4.2745,0.003
4.275,0.0015
4.2755,0.003
4.276,0.003
4.2765,0.003
4.277,0.003
4.2775,0.003
4.278,0.003
4.2785,0.003
4.279,0.003
4.2795,0.003
4.28,0.003
4.2805,0.003
4.281,0.003
4.2815,0.003
4.282,0.003
4.2825,0.003
4.283,0.003
4.2835,0.003
4.284,0.003
4.2845,0.003
4.285,0.0015
4.2855,0.003
4.286,0.003
4.2865,0.003
4.287,0.003
4.2875,0.003
4.288,0.003
4.2885,0.0015
4.289,0.003
4.2895,0.003
4.29,0.003
4.2905,0.003
4.291,0.003
4.2915,0.0045
4.292,0.003
4.2925,0.003
4.293,0.003
4.2935,0.003
4.294,0.003
4.2945,0.003
4.295,0.003
4.2955,0.003
4.296,0.003
4.2965,0.003
4.297,0.003
4.2975,0.0015
4.298,0.0015
4.2985,0.003
4.299,0.003
4.2995,0.003
4.3,0.0015
4.3005,0.003
4.301,0.003
4.3015,0.003
4.302,0.0015
4.3025,0.003
4.303,0.003
4.3035,0.003
4.304,0.003
4.3045,0.003
4.305,0.0045
4.3055,0.003
4.306,0.003
4.3065,0.003
4.307,0.003
4.3075,0.003
4.308,0.003
4.3085,0.003
4.309,0.003
4.3095,0.003
4.31,0.003
4.3105,0.003
4.311,0.003
4.3115,0.003
4.312,0.003
4.3125,0.003
4.313,0.003
4.3135,0.003
4.314,0.003
4.3145,0.003
4.315,0.003
4.3155,0.003
4.316,0.003
4.3165,0.0015
4.317,0.003
4.3175,0.003
4.318,0.003
4.3185,0.003
4.319,0.003
4.3195,0.003
4.32,0.003
4.3205,0.003
4.321,0.003
4.3215,0.003
4.322,0.003
4.3225,0.003
4.323,0.003
4.3235,0.003
4.324,0.003
4.3245,0.003
4.325,0.0015
4.3255,0.003
4.326,0.003
4.3265,0.003
4.327,0.003
4.3275,0.003
4.328,0.003
4.3285,0.003
4.329,0.003
4.3295,0.003
4.33,0.003
4.3305,0.003
4.331,0.003
4.3315,0.003
4.332,0.003
4.3325,0.003
4.333,0.003
4.3335,0.0015
4.334,0.003
4.3345,0.003
4.335,0.003
4.3355,0.003
4.336,0.003
4.3365,0.0015
4.337,0.003
4.3375,0.003
4.338,0.003
4.3385,0.003
4.339,0.003
4.3395,0.003
4.34,0.003
4.3405,0.003
4.341,0.0015
4.3415,0.003
4.342,0.003
4.3425,0.003
4.343,0.003
4.3435,0.003
4.344,0.003
4.3445,0.003
4.345,0.003
4.3455,0.003
4.346,0.003
4.3465,0.0015
4.347,0.003
4.3475,0.003
4.348,0.003
4.3485,0.003
4.349,0.003
4.3495,0.003
4.35,0.003
4.3505,0.003
4.351,0.003
4.3515,0.003
4.352,0.003
4.3525,0.0045
4.353,0.003
4.3535,0.003
4.354,0.003
4.3545,0.003
4.355,0.003
4.3555,0.0045
4.356,0.003
4.3565,0.003
4.357,0.003
4.3575,0.003
4.358,0.003
4.3585,0.003
4.359,0.003
4.3595,0.003
4.36,0.0045
4.3605,0.003
4.361,0.0015
4.3615,0.0015
4.362,0.003
4.3625,0.003
4.363,0.003
4.3635,0.0015
4.364,0.003
4.3645,0.003
4.365,0.003
4.3655,0.003
4.366,0.003
4.3665,0.003
4.367,0.003
4.3675,0.003
4.368,0.0015
4.3685,0.003
4.369,0.003
4.3695,0.003
4.37,0.003
4.3705,0.003
4.371,0.003
4.3715,0.003
4.372,0.003
4.3725,0.0015
4.373,0.003
4.3735,0.0015
4.374,0.003
4.3745,0.003
4.375,0.003
4.3755,0.003
4.376,0.003
4.3765,0.003
4.377,0.003
4.3775,0.003
4.378,0.003
4.3785,0.0015
4.379,0.003
4.3795,0.0015
4.38,0.003
4.3805,0.003
4.381,0.003
4.3815,0.003
4.382,0.003
4.3825,0.003
4.383,0.003
4.3835,0.003
4.384,0.003
4.3845,0.003
4.385,0.003
4.3855,0.003
4.386,0.003
4.3865,0.003
4.387,0.003
4.3875,0.003
4.388,0.003
4.3885,0.0015
4.389,0.003
4.3895,0.003
4.39,0.003
4.3905,0.003
4.391,0.003
4.3915,0.003
4.392,0.003
4.3925,0.003
4.393,0.003
4.3935,0.003
4.394,0.003
4.3945,0.003
4.395,0.003
4.3955,0.003
4.396,0.003
4.3965,0.003
4.397,0.003
4.3975,0.003
4.398,0.0045
4.3985,0.0045
4.399,0.003
4.3995,0.003
4.4,0.003
4.4005,0.003
4.401,0.003
4.4015,0.003
4.402,0.003
4.4025,0.0015
4.403,0.003
4.4035,0.003
4.404,0.003
4.4045,0.003
4.405,0.0015
4.4055,0.003
4.406,0.003
4.4065,0.003
4.407,0.003
4.4075,0.003
4.408,0.003
4.4085,0.003
4.409,0.003
4.4095,0.003
4.41,0.003
4.4105,0.003
4.411,0.003
4.4115,0.003
4.412,0.003
4.4125,0.003
4.413,0.003
4.4135,0.003
4.414,0.003
4.4145,0.003
4.415,0.003
4.4155,0.003
4.416,0.003
4.4165,0.003
4.417,0.003
4.4175,0.003
4.418,0.003
4.4185,0.003
4.419,0.003
4.4195,0.003
4.42,0.003
4.4205,0.003
4.421,0.003
4.4215,0.003
4.422,0.003
4.4225,0.003
4.423,0.003
4.4235,0.003
4.424,0.003
4.4245,0.003
4.425,0.003
4.4255,0.003
4.426,0.003
4.4265,0.003
4.427,0.003
4.4275,0.003
4.428,0.003
4.4285,0.003
4.429,0.003
4.4295,0.003
4.43,0.003
4.4305,0.003
4.431,0.003
4.4315,0.003
4.432,0.003
4.4325,0.003
4.433,0.003
4.4335,0.003
4.434,0.003
4.4345,0.003
4.435,0.003
4.4355,0.003
4.436,0.0015
4.4365,0.003
4.437,0.003
4.4375,0.003
4.438,0.003
4.4385,0.003
4.439,0.003
4.4395,0.003
4.44,0.0015
4.4405,0.003
4.441,0.003
4.4415,0.003
4.442,0.0015
4.4425,0.003
4.443,0.003
4.4435,0.003
4.444,0.003
4.4445,0.003
4.445,0.003
4.4455,0.003
4.446,0.003
4.4465,0.003
4.447,0.003
4.4475,0.003
4.448,0.003
4.4485,0.003
4.449,0.003
4.4495,0.003
4.45,0.003
4.4505,0.003
4.451,0.003
4.4515,0.0015
4.452,0.003
4.4525,0.003
4.453,0.003
4.4535,0.003
4.454,0.003
4.4545,0.003
4.455,0.003
4.4555,0.003
4.456,0.003
4.4565,0.003
4.457,0.003
4.4575,0.003
4.458,0.003
4.4585,0.003
4.459,0.003
4.4595,0.003
4.46,0.003
4.4605,0.003
4.461,0.003
4.4615,0.0015
4.462,0.003
4.4625,0.003
4.463,0.003
4.4635,0.003
4.464,0.003
4.4645,0.003
4.465,0.0045
4.4655,0.003
4.466,0.003
4.4665,0.003
4.467,0.003
4.4675,0.003
4.468,0.003
4.4685,0.003
4.469,0.003
4.4695,0.003
4.47,0.003
4.4705,0.003
4.471,0.003
4.4715,0.003
4.472,0.003
4.4725,0.0045
4.473,0.003
4.4735,0.003
4.474,0.003
4.4745,0.003
4.475,0.003
4.4755,0.003
4.476,0.003
4.4765,0.003
4.477,0.003
4.4775,0.003
4.478,0.003
4.4785,0.003
4.479,0.003
4.4795,0.003
4.48,0.003
4.4805,0.003
4.481,0.003
4.4815,0.003
4.482,0.003
4.4825,0.003
4.483,0.003
4.4835,0.003
4.484,0.0045
4.4845,0.003
4.485,0.003
4.4855,0.003
4.486,0.003
4.4865,0.003
4.487,0.003
4.4875,0.003
4.488,0.003
4.4885,0.003
4.489,0.003
4.4895,0.003
4.49,0.003
4.4905,0.003
4.491,0.003
4.4915,0.003
4.492,0.003
4.4925,0.003
4.493,0.003
4.4935,0.0015
4.494,0.003
4.4945,0.003
4.495,0.003
4.4955,0.003
4.496,0.003
4.4965,0.003
4.497,0.003
4.4975,0.003
4.498,0.003
4.4985,0.0045
4.499,0.003
4.4995,0.003
4.5,0.003
4.5005,0.003
4.501,0.003
4.5015,0.003
4.502,0.003
4.5025,0.003
4.503,0.003
4.5035,0.003
4.504,0.0045
4.5045,0.003
4.505,0.003
4.5055,0.003
4.506,0.003
4.5065,0.003
4.507,0.003
4.5075,0.003
4.508,0.003
4.5085,0.003
4.509,0.0015
4.5095,0.003
4.51,0.003
4.5105,0.003
4.511,0.003
4.5115,0.003
4.512,0.0045
4.5125,0.003
4.513,0.003
4.5135,0.003
4.514,0.0015
4.5145,0.0045
4.515,0.003
4.5155,0.003
4.516,0.003
4.5165,0.003
4.517,0.003
4.5175,0.003
4.518,0.0015
4.5185,0.003
4.519,0.003
4.5195,0.003
4.52,0.003
4.5205,0.003
4.521,0.003
4.5215,0.003
4.522,0.0015
4.5225,0.003
4.523,0.003
4.5235,0.003
4.524,0.003
4.5245,0.0015
4.525,0.003
4.5255,0.003
4.526,0.003
4.5265,0.003
4.527,0.003
4.5275,0.003
4.528,0.003
4.5285,0.003
4.529,0.003
4.5295,0.003
4.53,0.003
4.5305,0.003
4.531,0.0015
4.5315,0.003
4.532,0.003
4.5325,0.003
4.533,0.003
4.5335,0.003
4.534,0.003
4.5345,0.003
4.535,0.003
4.5355,0.0045
4.536,0.003
4.5365,0.003
4.537,0.003
4.5375,0.003
4.538,0.0015
4.5385,0.003
4.539,0.003
4.5395,0.003
4.54,0.003
4.5405,0.003
4.541,0.003
4.5415,0.003
4.542,0.003
4.5425,0.003
4.543,0.003
4.5435,0.003
4.544,0.003
4.5445,0.003
4.545,0.003
4.5455,0.003
4.546,0.003
4.5465,0.003
4.547,0.003
4.5475,0.003
4.548,0.003
4.5485,0.003
4.549,0.003
4.5495,0.003
4.55,0.003
4.5505,0.003
4.551,0.003
4.5515,0.0045
4.552,0.003
4.5525,0.003
4.553,0.003
4.5535,0.003
4.554,0.003
4.5545,0.003
