Time t / s,Voltage U_B1 / V
2.998,-0.057
2.9985,-0.0525
2.999,-0.0465
2.9995,-0.042
3,-0.036
3.0005,-0.0315
3.001,-0.0255
3.0015,-0.0195
3.002,-0.0135
3.0025,-0.009
3.003,-0.003
3.0035,0.0015
3.004,0.006
3.0045,0.012
3.005,0.0165
3.0055,0.0225
3.006,0.0285
3.0065,0.033
3.007,0.0375
3.0075,0.0435
3.008,0.048
3.0085,0.0525
3.009,0.0585
3.0095,0.063
3.01,0.0675
3.0105,0.072
3.011,0.0765
3.0115,0.081
3.012,0.084
3.0125,0.0885
3.013,0.093
3.0135,0.096
3.014,0.0975
3.0145,0.1005
3.015,0.1035
3.0155,0.1065
3.016,0.108
3.0165,0.111
3.017,0.1125
3.0175,0.1125
3.018,0.1125
3.0185,0.1125
3.019,0.114
3.0195,0.1125
3.02,0.111
3.0205,0.111
3.021,0.108
3.0215,0.1065
3.022,0.1035
3.0225,0.1005
3.023,0.0975
3.0235,0.0945
3.024,0.09
3.0245,0.084
3.025,0.0795
3.0255,0.075
3.026,0.0675
3.0265,0.0615
3.027,0.0555
3.0275,0.0495
3.028,0.042
3.0285,0.0375
3.029,0.0285
3.0295,0.021
3.03,0.0135
3.0305,0.006
3.031,-0.0015
3.0315,-0.0075
3.032,-0.0165
3.0325,-0.021
3.033,-0.0285
3.0335,-0.036
3.034,-0.0435
3.0345,-0.0495
3.035,-0.054
3.0355,-0.06
3.036,-0.066
3.0365,-0.069
3.037,-0.075
3.0375,-0.0795
3.038,-0.084
3.0385,-0.0885
3.039,-0.09
3.0395,-0.093
3.04,-0.096
3.0405,-0.0975
3.041,-0.099
3.0415,-0.1005
3.042,-0.102
3.0425,-0.1005
3.043,-0.102
3.0435,-0.1005
3.044,-0.1005
3.0445,-0.099
3.045,-0.0975
3.0455,-0.096
3.046,-0.0945
3.0465,-0.093
3.047,-0.0885
3.0475,-0.087
3.048,-0.084
3.0485,-0.0795
3.049,-0.0765
3.0495,-0.0735
3.05,-0.0705
3.0505,-0.066
3.051,-0.063
3.0515,-0.057
3.052,-0.0525
3.0525,-0.0495
3.053,-0.0435
3.0535,-0.039
3.054,-0.033
3.0545,-0.03
3.055,-0.0255
3.0555,-0.0195
3.056,-0.015
3.0565,-0.009
3.057,-0.0045
3.0575,-0.0015
3.058,0.003
3.0585,0.009
3.059,0.0135
3.0595,0.0195
3.06,0.024
3.0605,0.0285
3.061,0.033
3.0615,0.036
3.062,0.0405
3.0625,0.045
3.063,0.0495
3.0635,0.0525
3.064,0.0585
3.0645,0.0615
3.065,0.0675
3.0655,0.0705
3.066,0.072
3.0665,0.0765
3.067,0.081
3.0675,0.084
3.068,0.087
3.0685,0.0885
3.069,0.0915
3.0695,0.093
3.07,0.0945
3.0705,0.0945
3.071,0.0975
3.0715,0.0975
3.072,0.099
3.0725,0.099
3.073,0.0975
3.0735,0.099
3.074,0.0975
3.0745,0.0975
3.075,0.096
3.0755,0.0945
3.076,0.0915
3.0765,0.09
3.077,0.0855
3.0775,0.0825
3.078,0.0795
3.0785,0.075
3.079,0.072
3.0795,0.066
3.08,0.0615
3.0805,0.057
3.081,0.051
3.0815,0.045
3.082,0.0405
3.0825,0.0345
3.083,0.027
3.0835,0.021
3.084,0.015
3.0845,0.009
3.085,0.0015
3.0855,-0.003
3.086,-0.009
3.0865,-0.0165
3.087,-0.021
3.0875,-0.027
3.088,-0.033
3.0885,-0.039
3.089,-0.0435
3.0895,-0.048
3.09,-0.0525
3.0905,-0.057
3.091,-0.0615
3.0915,-0.066
3.092,-0.069
3.0925,-0.0735
3.093,-0.0765
3.0935,-0.0795
3.094,-0.081
3.0945,-0.0825
3.095,-0.084
3.0955,-0.0855
3.096,-0.087
3.0965,-0.087
3.097,-0.087
3.0975,-0.087
3.098,-0.0885
3.0985,-0.087
3.099,-0.0855
3.0995,-0.084
3.1,-0.0825
3.1005,-0.0795
3.101,-0.078
3.1015,-0.075
3.102,-0.0735
3.1025,-0.072
3.103,-0.0675
3.1035,-0.0645
3.104,-0.0615
3.1045,-0.0585
3.105,-0.054
3.1055,-0.051
3.106,-0.0465
3.1065,-0.0435
3.107,-0.0405
3.1075,-0.036
3.108,-0.0315
3.1085,-0.027
3.109,-0.0225
3.1095,-0.0195
3.11,-0.015
3.1105,-0.0105
3.111,-0.0045
3.1115,-0.0015
3.112,0.0015
3.1125,0.006
3.113,0.012
3.1135,0.015
3.114,0.018
3.1145,0.0225
3.115,0.027
3.1155,0.0315
3.116,0.036
3.1165,0.039
3.117,0.0435
3.1175,0.0465
3.118,0.0495
3.1185,0.0525
3.119,0.057
3.1195,0.06
3.12,0.0615
3.1205,0.066
3.121,0.0675
3.1215,0.0705
3.122,0.0735
3.1225,0.075
3.123,0.078
3.1235,0.0795
3.124,0.081
3.1245,0.0825
3.125,0.0825
3.1255,0.084
3.126,0.0855
3.1265,0.0855
3.127,0.0855
3.1275,0.0855
3.128,0.0855
3.1285,0.084
3.129,0.0825
3.1295,0.081
3.13,0.0795
3.1305,0.0765
3.131,0.075
3.1315,0.072
3.132,0.069
3.1325,0.066
3.133,0.0615
3.1335,0.0585
3.134,0.054
3.1345,0.0495
3.135,0.045
3.1355,0.0405
3.136,0.036
3.1365,0.03
3.137,0.0255
3.1375,0.0195
3.138,0.015
3.1385,0.0105
3.139,0.003
3.1395,0
3.14,-0.006
3.1405,-0.0105
3.141,-0.015
3.1415,-0.0195
3.142,-0.0255
3.1425,-0.03
3.143,-0.0345
3.1435,-0.0375
3.144,-0.042
3.1445,-0.048
3.145,-0.0495
3.1455,-0.054
3.146,-0.057
3.1465,-0.0585
3.147,-0.0615
3.1475,-0.0645
3.148,-0.066
3.1485,-0.0675
3.149,-0.0705
3.1495,-0.072
3.15,-0.0735
3.1505,-0.072
3.151,-0.0735
3.1515,-0.075
3.152,-0.072
3.1525,-0.0735
3.153,-0.0735
3.1535,-0.072
3.154,-0.0705
3.1545,-0.069
3.155,-0.0675
3.1555,-0.066
3.156,-0.0645
3.1565,-0.063
3.157,-0.06
3.1575,-0.057
3.158,-0.054
3.1585,-0.051
3.159,-0.0495
3.1595,-0.0465
3.16,-0.042
3.1605,-0.039
3.161,-0.036
3.1615,-0.033
3.162,-0.03
3.1625,-0.0255
3.163,-0.021
3.1635,-0.0165
3.164,-0.015
3.1645,-0.0105
3.165,-0.0075
3.1655,-0.003
3.166,0
3.1665,0.0045
3.167,0.0075
3.1675,0.0105
3.168,0.015
3.1685,0.018
3.169,0.021
3.1695,0.027
3.17,0.0285
3.1705,0.033
3.171,0.036
3.1715,0.039
3.172,0.042
3.1725,0.045
3.173,0.048
3.1735,0.051
3.174,0.054
3.1745,0.057
3.175,0.0585
3.1755,0.0615
3.176,0.063
3.1765,0.0645
3.177,0.0675
3.1775,0.069
3.178,0.0705
3.1785,0.0705
3.179,0.072
3.1795,0.0735
3.18,0.0735
3.1805,0.0735
3.181,0.0735
3.1815,0.072
3.182,0.0735
3.1825,0.072
3.183,0.0705
3.1835,0.069
3.184,0.0675
3.1845,0.066
3.185,0.0645
3.1855,0.0615
3.186,0.0585
3.1865,0.057
3.187,0.054
3.1875,0.0495
3.188,0.048
3.1885,0.0435
3.189,0.039
3.1895,0.036
3.19,0.0315
3.1905,0.0285
3.191,0.024
3.1915,0.0195
3.192,0.0165
3.1925,0.012
3.193,0.006
3.1935,0.003
3.194,-0.0015
3.1945,-0.006
3.195,-0.009
3.1955,-0.0135
3.196,-0.018
3.1965,-0.024
3.197,-0.0255
3.1975,-0.03
3.198,-0.033
3.1985,-0.0375
3.199,-0.0405
3.1995,-0.0435
3.2,-0.045
3.2005,-0.048
3.201,-0.051
3.2015,-0.0525
3.202,-0.0555
3.2025,-0.057
3.203,-0.0585
3.2035,-0.06
3.204,-0.0615
3.2045,-0.0615
3.205,-0.0615
3.2055,-0.063
3.206,-0.063
3.2065,-0.0615
3.207,-0.0615
3.2075,-0.063
3.208,-0.0615
3.2085,-0.06
3.209,-0.0585
3.2095,-0.057
3.21,-0.054
3.2105,-0.054
3.211,-0.0525
3.2115,-0.0495
3.212,-0.048
3.2125,-0.045
3.213,-0.042
3.2135,-0.039
3.214,-0.039
3.2145,-0.0345
3.215,-0.033
3.2155,-0.0285
3.216,-0.0255
3.2165,-0.024
3.217,-0.0195
3.2175,-0.0165
3.218,-0.0135
3.2185,-0.0105
3.219,-0.006
3.2195,-0.003
3.22,0
3.2205,0.003
3.221,0.006
3.2215,0.009
3.222,0.012
3.2225,0.015
3.223,0.0195
3.2235,0.021
3.224,0.024
3.2245,0.027
3.225,0.03
3.2255,0.033
3.226,0.036
3.2265,0.039
3.227,0.0405
3.2275,0.0435
3.228,0.045
3.2285,0.048
3.229,0.0495
3.2295,0.051
3.23,0.054
3.2305,0.0555
3.231,0.057
3.2315,0.057
3.232,0.06
3.2325,0.06
3.233,0.06
3.2335,0.0615
3.234,0.063
3.2345,0.063
3.235,0.063
3.2355,0.0615
3.236,0.0615
3.2365,0.0615
3.237,0.06
3.2375,0.06
3.238,0.0585
3.2385,0.057
3.239,0.0555
3.2395,0.054
3.24,0.051
3.2405,0.048
3.241,0.0465
3.2415,0.045
3.242,0.042
3.2425,0.039
3.243,0.036
3.2435,0.0315
3.244,0.0285
3.2445,0.0255
3.245,0.0225
3.2455,0.018
3.246,0.015
3.2465,0.0105
3.247,0.0075
3.2475,0.0045
3.248,0
3.2485,-0.003
3.249,-0.006
3.2495,-0.0105
3.25,-0.0135
3.2505,-0.0165
3.251,-0.0195
3.2515,-0.0225
3.252,-0.027
3.2525,-0.03
3.253,-0.0315
3.2535,-0.033
3.254,-0.036
3.2545,-0.039
3.255,-0.0405
3.2555,-0.0435
3.256,-0.045
3.2565,-0.0465
3.257,-0.048
3.2575,-0.0495
3.258,-0.0495
3.2585,-0.051
3.259,-0.051
3.2595,-0.051
3.26,-0.0525
3.2605,-0.0525
3.261,-0.0525
3.2615,-0.051
3.262,-0.051
3.2625,-0.0495
3.263,-0.0495
3.2635,-0.048
3.264,-0.0465
3.2645,-0.045
3.265,-0.045
3.2655,-0.0435
3.266,-0.0405
3.2665,-0.039
3.267,-0.0375
3.2675,-0.0345
3.268,-0.033
3.2685,-0.03
3.269,-0.0285
3.2695,-0.027
3.27,-0.024
3.2705,-0.0195
3.271,-0.018
3.2715,-0.015
3.272,-0.012
3.2725,-0.0105
3.273,-0.006
3.2735,-0.0045
3.274,-0.0015
3.2745,0.0015
3.275,0.0045
3.2755,0.0075
3.276,0.009
3.2765,0.0105
3.277,0.015
3.2775,0.018
3.278,0.0195
3.2785,0.0225
3.279,0.0255
3.2795,0.027
3.28,0.0285
3.2805,0.033
3.281,0.036
3.2815,0.036
3.282,0.039
3.2825,0.0405
3.283,0.0435
3.2835,0.0435
3.284,0.0465
3.2845,0.0465
3.285,0.048
3.2855,0.0495
3.286,0.0495
3.2865,0.051
3.287,0.0525
3.2875,0.0525
3.288,0.0525
3.2885,0.054
3.289,0.054
3.2895,0.054
3.29,0.0525
3.2905,0.0525
3.291,0.0525
3.2915,0.051
3.292,0.051
3.2925,0.0495
3.293,0.048
3.2935,0.048
3.294,0.045
3.2945,0.042
3.295,0.0405
3.2955,0.039
3.296,0.0375
3.2965,0.0345
3.297,0.0315
3.2975,0.0285
3.298,0.0255
3.2985,0.024
3.299,0.0195
3.2995,0.018
3.3,0.0135
3.3005,0.0105
3.301,0.0075
3.3015,0.0045
3.302,0.0015
3.3025,-0.0015
3.303,-0.0045
3.3035,-0.006
3.304,-0.009
3.3045,-0.0135
3.305,-0.015
3.3055,-0.018
3.306,-0.021
3.3065,-0.0225
3.307,-0.0255
3.3075,-0.027
3.308,-0.03
3.3085,-0.0315
3.309,-0.033
3.3095,-0.0345
3.31,-0.0375
3.3105,-0.0375
3.311,-0.039
3.3115,-0.039
3.312,-0.0405
3.3125,-0.042
3.313,-0.042
3.3135,-0.0435
3.314,-0.0435
3.3145,-0.0435
3.315,-0.0435
3.3155,-0.0435
3.316,-0.042
3.3165,-0.042
3.317,-0.0435
3.3175,-0.0405
3.318,-0.039
3.3185,-0.039
3.319,-0.039
3.3195,-0.0375
3.32,-0.0345
3.3205,-0.033
3.321,-0.0315
3.3215,-0.03
3.322,-0.0285
3.3225,-0.0255
3.323,-0.0255
3.3235,-0.0225
3.324,-0.021
3.3245,-0.018
3.325,-0.015
3.3255,-0.0135
3.326,-0.0105
3.3265,-0.0075
3.327,-0.006
3.3275,-0.003
3.328,-0.0015
3.3285,0.0015
3.329,0.003
3.3295,0.0045
3.33,0.0075
3.3305,0.0105
3.331,0.012
3.3315,0.0135
3.332,0.0165
3.3325,0.018
3.333,0.021
3.3335,0.024
3.334,0.0255
3.3345,0.027
3.335,0.03
3.3355,0.03
3.336,0.033
3.3365,0.033
3.337,0.036
3.3375,0.0375
3.338,0.0375
3.3385,0.039
3.339,0.042
3.3395,0.042
3.34,0.0435
3.3405,0.0435
3.341,0.045
3.3415,0.0435
3.342,0.045
3.3425,0.045
3.343,0.045
3.3435,0.045
3.344,0.045
3.3445,0.0435
3.345,0.045
3.3455,0.0435
3.346,0.042
3.3465,0.042
3.347,0.0405
3.3475,0.039
3.348,0.0375
3.3485,0.036
3.349,0.0345
3.3495,0.033
3.35,0.0315
3.3505,0.0285
3.351,0.027
3.3515,0.0255
3.352,0.0225
3.3525,0.0195
3.353,0.0165
3.3535,0.0165
3.354,0.0135
3.3545,0.0105
3.355,0.009
3.3555,0.006
3.356,0.003
3.3565,0
3.357,0
3.3575,-0.003
3.358,-0.006
3.3585,-0.0075
3.359,-0.012
3.3595,-0.012
3.36,-0.0135
3.3605,-0.0165
3.361,-0.018
3.3615,-0.021
3.362,-0.0225
3.3625,-0.024
3.363,-0.0255
3.3635,-0.027
3.364,-0.0285
3.3645,-0.03
3.365,-0.0315
3.3655,-0.033
3.366,-0.033
3.3665,-0.033
3.367,-0.0345
3.3675,-0.0345
3.368,-0.0345
3.3685,-0.036
3.369,-0.036
3.3695,-0.036
3.37,-0.0345
3.3705,-0.036
3.371,-0.036
3.3715,-0.0345
3.372,-0.033
3.3725,-0.0315
3.373,-0.03
3.3735,-0.03
3.374,-0.03
3.3745,-0.0285
3.375,-0.027
3.3755,-0.0255
3.376,-0.0255
3.3765,-0.0225
3.377,-0.021
3.3775,-0.0195
3.378,-0.018
3.3785,-0.0165
3.379,-0.0135
3.3795,-0.012
3.38,-0.0105
3.3805,-0.0075
3.381,-0.0045
3.3815,-0.0045
3.382,-0.0015
3.3825,0
3.383,0.003
3.3835,0.003
3.384,0.0045
3.3845,0.0075
3.385,0.0105
3.3855,0.012
3.386,0.015
3.3865,0.015
3.387,0.018
3.3875,0.018
3.388,0.021
3.3885,0.0225
3.389,0.024
3.3895,0.0255
3.39,0.0255
3.3905,0.027
3.391,0.03
3.3915,0.03
3.392,0.0315
3.3925,0.033
3.393,0.0345
3.3935,0.0345
3.394,0.036
3.3945,0.036
3.395,0.036
3.3955,0.0375
3.396,0.036
3.3965,0.0375
3.397,0.0375
3.3975,0.0375
3.398,0.0375
3.3985,0.0375
3.399,0.0375
3.3995,0.036
3.4,0.036
3.4005,0.0345
3.401,0.0345
3.4015,0.033
3.402,0.0315
3.4025,0.03
3.403,0.0285
3.4035,0.027
3.404,0.027
3.4045,0.0255
3.405,0.024
3.4055,0.0225
3.406,0.021
3.4065,0.018
3.407,0.015
3.4075,0.015
3.408,0.012
3.4085,0.0105
3.409,0.0075
3.4095,0.006
3.41,0.0045
3.4105,0.003
3.411,0.0015
3.4115,0
3.412,-0.003
3.4125,-0.0045
3.413,-0.006
3.4135,-0.009
3.414,-0.009
3.4145,-0.012
3.415,-0.015
3.4155,-0.015
3.416,-0.0165
3.4165,-0.0195
3.417,-0.0195
3.4175,-0.021
3.418,-0.0225
3.4185,-0.024
3.419,-0.024
3.4195,-0.0255
3.42,-0.0255
3.4205,-0.0255
3.421,-0.027
3.4215,-0.0285
3.422,-0.0285
3.4225,-0.0285
3.423,-0.0285
3.4235,-0.0285
3.424,-0.0285
3.4245,-0.0285
3.425,-0.027
3.4255,-0.027
3.426,-0.027
3.4265,-0.0255
3.427,-0.0255
3.4275,-0.0255
3.428,-0.024
3.4285,-0.0225
3.429,-0.021
3.4295,-0.021
3.43,-0.018
3.4305,-0.018
3.431,-0.0165
3.4315,-0.015
3.432,-0.015
3.4325,-0.012
3.433,-0.0105
3.4335,-0.0105
3.434,-0.0075
3.4345,-0.0075
3.435,-0.0045
3.4355,-0.003
3.436,-0.0015
3.4365,0
3.437,0.0015
3.4375,0.003
3.438,0.0045
3.4385,0.006
3.439,0.0075
3.4395,0.009
3.44,0.0105
3.4405,0.012
3.441,0.012
3.4415,0.015
3.442,0.015
3.4425,0.018
3.443,0.0195
3.4435,0.021
3.444,0.021
3.4445,0.021
3.445,0.024
3.4455,0.024
3.446,0.0255
3.4465,0.027
3.447,0.027
3.4475,0.0285
3.448,0.0285
3.4485,0.0285
3.449,0.03
3.4495,0.03
3.45,0.0315
3.4505,0.0315
3.451,0.0315
3.4515,0.03
3.452,0.03
3.4525,0.0315
3.453,0.0315
3.4535,0.0315
3.454,0.03
3.4545,0.03
3.455,0.0285
3.4555,0.027
3.456,0.027
3.4565,0.0255
3.457,0.0255
3.4575,0.024
3.458,0.0225
3.4585,0.021
3.459,0.021
3.4595,0.0195
3.46,0.018
3.4605,0.015
3.461,0.015
3.4615,0.0135
3.462,0.0105
3.4625,0.009
3.463,0.0075
3.4635,0.006
3.464,0.0045
3.4645,0.0015
3.465,0.0015
3.4655,-0.0015
3.466,-0.0015
3.4665,-0.003
3.467,-0.0045
3.4675,-0.006
3.468,-0.0075
3.4685,-0.009
3.469,-0.009
3.4695,-0.0105
3.47,-0.012
3.4705,-0.012
3.471,-0.015
3.4715,-0.0165
3.472,-0.0165
3.4725,-0.0165
3.473,-0.018
3.4735,-0.018
3.474,-0.0195
3.4745,-0.0195
3.475,-0.0195
3.4755,-0.0195
3.476,-0.021
3.4765,-0.021
3.477,-0.0225
3.4775,-0.0225
3.478,-0.021
3.4785,-0.021
3.479,-0.0225
3.4795,-0.021
3.48,-0.021
3.4805,-0.0195
3.481,-0.0195
3.4815,-0.0195
3.482,-0.018
3.4825,-0.018
3.483,-0.018
3.4835,-0.018
3.484,-0.0165
3.4845,-0.015
3.485,-0.0135
3.4855,-0.012
3.486,-0.012
3.4865,-0.0105
3.487,-0.009
3.4875,-0.0075
3.488,-0.0075
3.4885,-0.006
3.489,-0.0045
3.4895,-0.003
3.49,-0.0015
3.4905,0
3.491,0
3.4915,0.0015
3.492,0.003
3.4925,0.0045
3.493,0.006
3.4935,0.006
3.494,0.0075
3.4945,0.009
3.495,0.0105
3.4955,0.012
3.496,0.0135
3.4965,0.0135
3.497,0.015
3.4975,0.015
3.498,0.018
3.4985,0.0195
3.499,0.0195
3.4995,0.0195
3.5,0.021
3.5005,0.0225
3.501,0.0225
3.5015,0.0225
3.502,0.0225
3.5025,0.0225
3.503,0.024
3.5035,0.0255
3.504,0.024
3.5045,0.024
3.505,0.024
3.5055,0.0255
3.506,0.0255
3.5065,0.0255
3.507,0.024
3.5075,0.024
3.508,0.024
3.5085,0.024
3.509,0.024
3.5095,0.0225
3.51,0.0225
3.5105,0.021
3.511,0.021
3.5115,0.0195
3.512,0.0195
3.5125,0.018
3.513,0.018
3.5135,0.0165
3.514,0.015
3.5145,0.015
3.515,0.0135
3.5155,0.012
3.516,0.0105
3.5165,0.009
3.517,0.0075
3.5175,0.0075
3.518,0.0045
3.5185,0.003
3.519,0.003
3.5195,0.0015
3.52,0.0015
3.5205,0
3.521,-0.003
3.5215,-0.003
3.522,-0.003
3.5225,-0.0045
3.523,-0.006
3.5235,-0.006
3.524,-0.009
3.5245,-0.009
3.525,-0.0105
3.5255,-0.012
3.526,-0.012
3.5265,-0.012
3.527,-0.0135
3.5275,-0.0135
3.528,-0.015
3.5285,-0.015
3.529,-0.015
3.5295,-0.015
3.53,-0.015
3.5305,-0.015
3.531,-0.0165
3.5315,-0.015
3.532,-0.0165
3.5325,-0.0165
3.533,-0.0165
3.5335,-0.018
3.534,-0.0165
3.5345,-0.0165
3.535,-0.015
3.5355,-0.015
3.536,-0.015
3.5365,-0.015
3.537,-0.0135
3.5375,-0.0135
3.538,-0.012
3.5385,-0.0105
3.539,-0.009
3.5395,-0.0105
3.54,-0.009
3.5405,-0.0075
3.541,-0.0075
3.5415,-0.006
3.542,-0.006
3.5425,-0.0045
3.543,-0.003
3.5435,-0.0015
3.544,-0.0015
3.5445,0
3.545,0.0015
3.5455,0.0015
3.546,0.003
3.5465,0.003
3.547,0.0045
3.5475,0.006
3.548,0.006
3.5485,0.0075
3.549,0.0075
3.5495,0.009
3.55,0.0105
3.5505,0.0105
3.551,0.012
3.5515,0.0135
3.552,0.015
3.5525,0.015
3.553,0.0165
3.5535,0.0165
3.554,0.0165
3.5545,0.0165
3.555,0.0165
3.5555,0.018
3.556,0.0165
3.5565,0.0195
3.557,0.018
3.5575,0.0195
3.558,0.018
3.5585,0.0195
3.559,0.0195
3.5595,0.0195
3.56,0.0195
3.5605,0.0195
3.561,0.0195
3.5615,0.0195
3.562,0.0195
3.5625,0.018
3.563,0.018
3.5635,0.018
3.564,0.018
3.5645,0.018
3.565,0.015
3.5655,0.015
3.566,0.0165
3.5665,0.0135
3.567,0.0135
3.5675,0.0135
3.568,0.012
3.5685,0.0105
3.569,0.0105
3.5695,0.009
3.57,0.009
3.5705,0.0075
3.571,0.006
3.5715,0.0045
3.572,0.0045
3.5725,0.003
3.573,0.003
3.5735,0.003
3.574,0.0015
3.5745,0
3.575,-0.0015
3.5755,-0.0015
3.576,0
3.5765,-0.0015
3.577,-0.003
3.5775,-0.0045
3.578,-0.0045
3.5785,-0.0045
3.579,-0.0075
3.5795,-0.0075
3.58,-0.0075
3.5805,-0.0075
3.581,-0.009
3.5815,-0.0105
3.582,-0.0105
3.5825,-0.0105
3.583,-0.012
3.5835,-0.0105
3.584,-0.0105
3.5845,-0.0105
3.585,-0.0105
3.5855,-0.0105
3.586,-0.0105
3.5865,-0.012
3.587,-0.012
3.5875,-0.012
3.588,-0.0105
3.5885,-0.0105
3.589,-0.0105
3.5895,-0.009
3.59,-0.009
3.5905,-0.009
3.591,-0.0075
3.5915,-0.009
3.592,-0.0075
3.5925,-0.006
3.593,-0.0075
3.5935,-0.006
3.594,-0.0045
3.5945,-0.0045
3.595,-0.0045
3.5955,-0.0045
3.596,-0.003
3.5965,-0.0015
3.597,-0.0015
3.5975,-0.0015
3.598,0
3.5985,0
3.599,0.0015
3.5995,0.0015
3.6,0.0015
3.6005,0.003
3.601,0.003
3.6015,0.003
3.602,0.006
3.6025,0.006
3.603,0.006
3.6035,0.006
3.604,0.0075
3.6045,0.009
3.605,0.009
3.6055,0.009
3.606,0.0105
3.6065,0.0105
3.607,0.0105
3.6075,0.012
3.608,0.012
3.6085,0.0135
3.609,0.012
3.6095,0.0135
3.61,0.0135
3.6105,0.015
3.611,0.0135
3.6115,0.0135
3.612,0.015
3.6125,0.015
3.613,0.0165
3.6135,0.015
3.614,0.0165
3.6145,0.0165
3.615,0.015
3.6155,0.015
3.616,0.0135
3.6165,0.0135
3.617,0.0135
3.6175,0.015
3.618,0.0135
3.6185,0.0135
3.619,0.0135
3.6195,0.012
3.62,0.012
3.6205,0.012
3.621,0.0105
3.6215,0.0105
3.622,0.009
3.6225,0.009
3.623,0.009
3.6235,0.009
3.624,0.0075
3.6245,0.006
3.625,0.006
3.6255,0.0045
3.626,0.0045
3.6265,0.003
3.627,0.003
3.6275,0.003
3.628,0.0015
3.6285,0.0015
3.629,0.0015
3.6295,0.0015
3.63,0
3.6305,0
3.631,0
3.6315,-0.0015
3.632,-0.0015
3.6325,-0.003
3.633,-0.003
3.6335,-0.0045
3.634,-0.003
3.6345,-0.003
3.635,-0.0045
3.6355,-0.006
3.636,-0.006
3.6365,-0.006
3.637,-0.006
3.6375,-0.006
3.638,-0.006
3.6385,-0.0075
3.639,-0.006
3.6395,-0.006
3.64,-0.006
3.6405,-0.006
3.641,-0.0075
3.6415,-0.0075
3.642,-0.0075
3.6425,-0.006
3.643,-0.006
3.6435,-0.006
3.644,-0.006
3.6445,-0.006
3.645,-0.006
3.6455,-0.006
3.646,-0.0045
3.6465,-0.0045
3.647,-0.0045
3.6475,-0.0045
3.648,-0.003
3.6485,-0.003
3.649,-0.003
3.6495,-0.0015
3.65,-0.0015
3.6505,0
3.651,0
3.6515,0
3.652,0
3.6525,0
3.653,0.0015
3.6535,0.0015
3.654,0.003
3.6545,0.0015
3.655,0.003
3.6555,0.003
3.656,0.0045
3.6565,0.0045
3.657,0.0045
3.6575,0.006
3.658,0.006
3.6585,0.006
3.659,0.0075
3.6595,0.0075
3.66,0.0075
3.6605,0.0075
3.661,0.009
3.6615,0.0075
3.662,0.009
3.6625,0.009
3.663,0.0105
3.6635,0.0105
3.664,0.0105
3.6645,0.0105
3.665,0.0105
3.6655,0.0105
3.666,0.012
3.6665,0.0105
3.667,0.0105
3.6675,0.012
3.668,0.012
3.6685,0.0105
3.669,0.0105
3.6695,0.0105
3.67,0.0105
3.6705,0.009
3.671,0.0105
3.6715,0.0105
3.672,0.0105
3.6725,0.0105
3.673,0.009
3.6735,0.009
3.674,0.009
3.6745,0.009
3.675,0.0075
3.6755,0.0075
3.676,0.0075
3.6765,0.0075
3.677,0.0075
3.6775,0.006
3.678,0.006
3.6785,0.006
3.679,0.006
3.6795,0.006
3.68,0.0045
3.6805,0.0045
3.681,0.003
3.6815,0.003
3.682,0.003
3.6825,0.003
3.683,0.0015
3.6835,0.0015
3.684,0.0015
3.6845,0.0015
3.685,0
3.6855,0
3.686,0
3.6865,0
3.687,-0.0015
3.6875,0
3.688,-0.0015
3.6885,-0.0015
3.689,-0.0015
3.6895,-0.0015
3.69,-0.0015
3.6905,-0.003
3.691,-0.003
3.6915,-0.0015
3.692,-0.003
3.6925,-0.003
3.693,-0.0015
3.6935,-0.003
3.694,-0.003
3.6945,-0.003
3.695,-0.003
3.6955,-0.003
3.696,-0.0045
3.6965,-0.003
3.697,-0.003
3.6975,-0.003
3.698,-0.003
3.6985,-0.003
3.699,-0.0015
3.6995,-0.0015
3.7,-0.003
3.7005,-0.0015
3.701,-0.0015
3.7015,-0.0015
3.702,0
3.7025,-0.0015
3.703,-0.0015
3.7035,0
3.704,-0.0015
3.7045,0
3.705,0
3.7055,0
3.706,0.0015
3.7065,0.0015
3.707,0.003
3.7075,0.0015
3.708,0.0015
3.7085,0.003
3.709,0.003
3.7095,0.003
3.71,0.0045
3.7105,0.0045
3.711,0.0045
3.7115,0.0045
3.712,0.0045
3.7125,0.006
3.713,0.006
3.7135,0.006
3.714,0.0045
3.7145,0.006
3.715,0.006
3.7155,0.006
3.716,0.006
3.7165,0.006
3.717,0.006
3.7175,0.0075
3.718,0.006
3.7185,0.0075
3.719,0.0075
3.7195,0.0075
3.72,0.0075
3.7205,0.0075
3.721,0.0075
3.7215,0.0075
3.722,0.0075
3.7225,0.0075
3.723,0.009
3.7235,0.0075
3.724,0.0075
3.7245,0.006
3.725,0.0075
3.7255,0.0075
3.726,0.0075
3.7265,0.006
3.727,0.0075
3.7275,0.0075
3.728,0.006
3.7285,0.006
3.729,0.0075
3.7295,0.0075
3.73,0.006
3.7305,0.006
3.731,0.006
3.7315,0.006
3.732,0.0045
3.7325,0.0045
3.733,0.0045
3.7335,0.0045
3.734,0.0045
3.7345,0.003
3.735,0.003
3.7355,0.0045
3.736,0.003
3.7365,0.003
3.737,0.003
3.7375,0.003
3.738,0.0015
3.7385,0.003
3.739,0.0015
3.7395,0.003
3.74,0.0015
3.7405,0.0015
3.741,0.0015
3.7415,0.0015
3.742,0
3.7425,0
3.743,0
